ip	finger	hash	name	race	background	date	class	justClass	subclass	level	feats	HP	AC	Str	Dex	Con	Int	Wis	Cha	alignment	skills	weapons	spells	castingStat	choices	country	countryCode	processedAlignment	good	lawful	processedRace	processedSpells	processedWeapons	levelGroup	alias
97dca1a	825ed49	dd94af024845caa7bae43f8b1f4adf30	2fc0f30	Dragonborn	Outlander	2019-02-03T05:29:18Z	Ranger 3	Ranger	Beast Master	3		21	13	14	15	13	8	14	11		Athletics|Stealth|Animal Handling|Perception|Survival	Shortsword|Longbow		Wis	fighting style/Two-Weapon Fighting	United States	US		NA	NA	Dragonborn		Shortsword|Longbow	1-3	agitated_buck
97dca1a	825ed49	cf982cca73b90ceed8405d866f6f97bf	fdb9814	Dark Elf	Soldier	2019-02-03T05:28:30Z	Fighter 3	Fighter	Champion	3		27	18	15	15	14	10	12	9		Athletics|Animal Handling|Insight|Perception|Intimidation	Warhammer|Crossbow, light		Int	fighting style/Great Weapon Fighting	United States	US		NA	NA	Elf		Warhammer|Crossbow, Light	1-3	dazzling_hertz
97dca1a	825ed49	80d66e1722c9ff898de4fbe5ff08c847	1ade84e	Wood Elf	Charlatan	2019-02-03T03:04:53Z	Warlock 3	Warlock	The Great Old One	3		19	14	9	16	13	12	14	16		Sleight of Hand|Arcana|Religion|Perception|Deception	Crossbow, light|Dagger		Cha	pact boon/Pact of the Chain|eldritch invocations/Devil's Sight*Agonizing Blast	United States	US		NA	NA	Elf		Crossbow, Light|Dagger	1-3	fervent_nightingale
6b96b82	cca0051	9ecaa4c6ed757c838a3e1987bf587630	7350bfb	Half-Elf	Haunted One	2019-02-01T01:58:56Z	Cleric 3	Cleric	Knowledge Domain	3		21	14	12	14	12	16	16	16	Lawful Good	Arcana|History|Investigation|Nature|Religion|Insight|Survival	Quarterstaff|Light Hammer	Sacred Flame*0|Spare the Dying*0|Light*0|Command*1|Identify*1|Healing Word*1|Shield of Faith*1|Detect Magic*1|Inflict Wounds*1|Augury*2|Suggestion*2|Blindness/Deafness*2|Prayer of Healing *2	Wis		United States	US	LG	NA	NA	Half-Elf	Sacred Flame*0|Spare the Dying*0|Light*0|Command*1|Identify*1|Healing Word*1|Shield of Faith*1|Detect Magic*1|Inflict Wounds*1|Augury*2|Suggestion*2|Blindness/Deafness*2|Prayer of Healing*2	Quarterstaff|Light hammer	1-3	bold_zhukovsky
	82268d2	a75f9f8de3774ddbfab94557fbce2465	fbeff80	Envoy	Tinkerer	2019-01-30T22:51:05Z	Fighter 3	Fighter	Eldritch Knight	3		36	17	12	18	14	18	12	10	CN	Stealth|Arcana|History|Investigation|Perception	Longbow|Shortsword|Handaxe	Acid Splash*0|Fire Bolt*0|Grease*1|Magic Missile*1|Thunderwave*1	Int	fighting style/Two-Weapon Fighting	Canada	CA	CN	NA	NA	Warforged	Acid Splash*0|Fire Bolt*0|Grease*1|Magic Missile*1|Thunderwave*1	Longbow|Shortsword|Handaxe	1-3	laughing_colden
a387ce6	1d500e3	f34280ce8e28d42853b103b3def19a48	8b4ea4e	Human	Soldier	2019-01-28T05:42:32Z	Sorcerer 3	Sorcerer	Divine Soul	3	War Caster	20	10	8	11	13	11	14	15		Athletics|Arcana|Insight|Medicine|Intimidation	Quarterstaff|Dagger	Cure Wounds*1	Cha	metamagic/Twinned Spell*Careful Spell	United States	US		NA	NA	Human	Cure Wounds*1	Quarterstaff|Dagger	1-3	reverent_mirzakhani
9c51d55	b46ec6c	9dac50c3627138741c21e6f7d729ac57	3eb646a	Half-Elf	Entertainer	2019-01-27T15:33:24Z	Bard 3	Bard	College of Swords	3		24	15	11	16	15	12	13	19		Acrobatics|Arcana|Perception|Deception|Intimidation|Performance|Persuasion	Longsword|Dagger|El Kabong	Vicious Mockery*0|Mage Hand*0|Healing Word*1|Charmed Person*1|Dissonant Whispers*1|Sleep*1|Hold Person*2|Shatter*2	Cha	fighting style/Dueling|expertise/Persuasion*Performance	United States	US		NA	NA	Half-Elf	Vicious Mockery*0|Mage Hand*0|Healing Word*1|Charm Person*1|Dissonant Whispers*1|Sleep*1|Hold Person*2|Shatter*2	Longsword|Dagger|	1-3	boring_booth
9c51d55	b46ec6c	9259d70084113c41f5c2deb502311a8c	1fccfd2	Human	Far Traveler	2019-01-27T15:32:28Z	Monk 3	Monk	Way of the Drunken Master	3		24	16	14	17	14	13	16	14		Athletics|Acrobatics|Insight|Perception|Performance	Shortsword|Dart|Unarmed strike		Int		United States	US		NA	NA	Human		Shortsword|Dart|Unarmed Strike	1-3	relaxed_germain
e774e18	82268d2	6dbe5de806957e0cb6221a671522e28e	0608aeb	Tiefling	Acolyte	2019-01-27T10:01:05Z	Bard 3	Bard	College of Swords	3		24	12	8	12	14	14	10	17		Acrobatics|Religion|Insight|Perception|Persuasion	Rapier|Dagger	Silent Image*1	Cha	expertise/Persuasion*Perception|fighting style/Dueling	United States	US		NA	NA	Tiefling	Silent Image*1	Rapier|Dagger	1-3	gallant_galileo
e774e18	82268d2	72930b2298c2ef032e116fa5e0a02403	cf8e79c	Human	Sage	2019-01-27T05:37:11Z	Wizard 3	Wizard	School of Necromancy	3		20	12	11	15	14	16	13	9		Arcana|History|Investigation|Insight	Quarterstaff|Dagger		Int		United States	US		NA	NA	Human		Quarterstaff|Dagger	1-3	gallant_davinci
e774e18	82268d2	689db41dcd0025cae0d5de065476b572	13814d4	Dragonborn	Hermit	2019-01-27T04:53:25Z	Monk 3	Monk	Way of the Open Hand	3		21	14	12	15	13	8	14	13		Acrobatics|Religion|Insight|Medicine	Shortsword|Dart|Unarmed Strike		Int		United States	US		NA	NA	Dragonborn		Shortsword|Dart|Unarmed Strike	1-3	festive_solomon
a553043	966b02c	6256b1b3fe6ee397e3b83a1f2571e25d	754d6fd	Human	Outlander	2019-01-26T17:59:36Z	Fighter 3	Fighter	Champion	3		30	18	16	15	14	9	11	13		Athletics|Animal Handling|Survival|Intimidation	Handaxe|Longsword		Int	fighting style/Dueling	United States	US		NA	NA	Human		Handaxe|Longsword	1-3	quizzical_poincare
7487eca	8bae11b	cca4cb600d9f620d0ade29b1a02a619d	1281f0a	Forest Gnome	Criminal	2019-01-25T20:51:44Z	Rogue 3	Rogue	Mastermind	3		21	13	8	17	12	16	13	14	CG	Athletics|Acrobatics|Sleight of Hand|Stealth|Investigation|Deception	Rapier|Shortbow|Dagger		Int	expertise/Thieves' Tools*Stealth	United States	US	CG	NA	NA	Gnome		Rapier|Shortbow|Dagger	1-3	wonderful_ellis
7e9e8da	62dd302	bfef9304084b78e0b84006b8ab39ca28	84dc3a0	Dragonborn	Outlander	2019-01-25T15:36:55Z	Barbarian 3	Barbarian	Path of the Battlerager	3		33	15	18	18	12	12	12	12		Athletics|Perception|Survival|Intimidation	Greataxe|Warhammer|Shortbow		Int		United States	US		NA	NA	Dragonborn		Greataxe|Warhammer|Shortbow	1-3	charming_leakey
ce4b984	84f6fb4	aa9011201a5b926c268df1ffeb40aac6	2c5468f	Dark Elf	Urban Bounty Hunter	2019-01-24T00:19:12Z	Warlock 3	Warlock	The Hexblade	3		26	15	13	16	14	8	14	17		Stealth|Perception|Deception|Intimidation	Dagger|Crescent Scythe|Crescent Scythe 2hand		Cha	eldritch invocations/Devil's Sight*Agonizing Blast|pact boon/Pact of the Blade	United States	US		NA	NA	Elf		Dagger||	1-3	xenodochial_lehmann
a170c00	82a92dc	b1add93bb6474c272aaa7f3dee17447f	5829c42	Wood Elf	Sailor	2019-01-23T23:10:33Z	Cleric 3	Cleric	Tempest Domain	3		18	12	16	10	13	8	16	10		Athletics|Insight|Perception|Persuasion	Warhammer	Fog Cloud*1|Thunderwave*1|Gust of Wind*2|Shatter*2	Wis		United States	US		NA	NA	Elf	Fog Cloud*1|Thunderwave*1|Gust of Wind*2|Shatter*2	Warhammer	1-3	wizardly_meitner
dbc1392	7c61f15	0b90da33e6efa415eb9378620ecd65a7	ec452fa	Orc	Barbarian Tribe Member	2019-01-21T18:11:07Z	Barbarian 3	Barbarian	Path of the Berserker	3		48	18	18	18	18	8	10	15		Athletics|Animal Handling|Perception|Survival|Intimidation	Greataxe|Handaxe|Javelin|Silver Longsword W/ Jeweled Hilt|Silver Dagger|Light hammer		Int		United States	US		NA	NA	Orc		Greataxe|Handaxe|Javelin|Longsword|Dagger|Light hammer	1-3	vibrant_gould
7e9e8da	62dd302	b91295ea182a217e5872541fa48d20a6	d74e7d5	Firbolg	Outlander	2019-01-18T17:22:36Z	Fighter 3	Fighter	Arcane Archer	3		33	13	14	14	13	12	17	13	neutral 	Athletics|Nature|Animal Handling|Perception|Survival	Longbow|Longsword|Longsword|Crossbow, light|Dagger		Int	fighting style/Archery|arcane shot options/Seeking Arrow*Enfeebling Arrow	United States	US	NN	NA	NA	Firbolg		Longbow|Longsword|Longsword|Crossbow, Light|Dagger	1-3	goofy_driscoll
7e9e8da	62dd302	9a211c3ea24616f2d678667fce0fbab7	ff7b7fe	Firbolg	Guild Artisan	2019-01-18T17:06:51Z	Fighter 3	Fighter	Arcane Archer	3		33	13	13	14	13	12	15	13	Neutral 	Nature|Animal Handling|Insight|Perception|Persuasion	Longbow|Longsword|Longsword|Crossbow, light		Int	fighting style/Archery|arcane shot options/Seeking Arrow*Bursting Arrow	United States	US	NN	NA	NA	Firbolg		Longbow|Longsword|Longsword|Crossbow, Light	1-3	nervous_hermann
78cf1e5	d98e872	e6919355b130537fa966bc67e2465569	70ae04b	Variant	Folk Hero	2019-01-17T18:34:16Z	Sorcerer 3	Sorcerer	Storm Sorcery	3		14	16	8	16	10	14	12	16		Arcana|Animal Handling|Survival|Persuasion	Dagger		Cha	metamagic/Distant Spell*Careful Spell	United States	US		NA	NA	Half-Elf		Dagger	1-3	unruffled_babbage
ec4ad8c	81a8000	b165b8689c7b13da59f57fefe91a4b69	71fe5a5	Hill Dwarf	Outlander	2019-01-14T17:56:01Z	Cleric 3	Cleric	Life Domain	3		30	19	14	14	17	13	17	10	CG	Athletics|Religion|Insight|Survival	Warhammer|Crossbow, light	Bless*1|Cure Wounds*1|Lesser Restoration*2|Spiritual Weapon*2	Wis		Brazil	BR	CG	NA	NA	Dwarf	Bless*1|Cure Wounds*1|Lesser Restoration*2|Spiritual Weapon*2	Warhammer|Crossbow, Light	1-3	elastic_hawking
8971f79	384258a	1ea985a1ab4cb035605b7e97e14a8cef	f9ea9f8	Half-Elf	Sage	2019-01-13T00:46:10Z	Wizard 3	Wizard	School of Enchantment	3		14	12	8	14	10	16	12	16		Arcana|History|Investigation|Insight|Medicine|Perception	Dagger	Friends*0|Fire Bolt*0|Prestidigitation*0|Alarm (r)*1|Charm Person*1|Comprehend Languages (r)*1|Detect Magic (r)*1|Find Familiar (r)*1|Magic Missile*1|Ray Of Sickness*1|Tasha's Hideous Laughter*1|Hold Person*2|Scorching Ray*2	Int		United States	US		NA	NA	Half-Elf	Friends*0|Fire Bolt*0|Prestidigitation*0|Alarm*1|Charm Person*1|Comprehend Languages*1|Detect Magic*1|Find Familiar*1|Magic Missile*1|Ray of Sickness*1|Tasha's Hideous Laughter*1|Hold Person*2|Scorching Ray*2	Dagger	1-3	keen_golick
b6b2eb6	91e314c	4249ce10f1895a7953c54c23bafa75af	f1a666c	Lightfoot Halfling	Spoiled brat	2019-01-12T04:59:49Z	Rogue 3	Rogue	Swashbuckler	3		21	14	12	17	14	8	10	14		Athletics|Acrobatics|Sleight of Hand|Stealth|Deception|Persuasion	Rapier|Shortsword|Dagger		Int	expertise/Persuasion*Acrobatics	United States	US		NA	NA	Halfling		Rapier|Shortsword|Dagger	1-3	clever_bardeen
29e9a8d	3748c62	5dd5b26d79fcc89d4c074c30eeaab437	2ad6f8a	Human	Aristocrat 	2019-01-08T15:43:37Z	Rogue 3	Rogue	Mastermind	3		22	15	10	18	13	8	12	17		Acrobatics|Stealth|Insight|Deception|Performance|Persuasion	Rapier|Dagger|Crossbow, hand|Handaxe|Boomerang|Whip		Int	expertise/Persuasion*Deception	United States	US		NA	NA	Human		Rapier|Dagger|Crossbow, hand|Handaxe||Whip	1-3	gifted_moore
	2c3211b	c288fd4f99a3a61fdd922c49b407fb41	f71092f	Wood Elf	Urchin	2019-01-07T22:50:42Z	Fighter 3	Fighter	Eldritch Knight	3		33	18	10	17	13	14	13	8		Acrobatics|Sleight of Hand|Stealth|Perception|Survival	Pike|Javelin	Blade Ward*0|True Strike*0|Detect Magic*1|Protection From Good And Evil*1|Shield*1	Int	fighting style/Dueling	Canada	CA		NA	NA	Elf	Blade Ward*0|True Strike*0|Detect Magic*1|Protection from Evil and Good*1|Shield*1	Pike|Javelin	1-3	vibrant_ardinghelli
632c510	b43a5ab	9ab97be5f9b4d1fdab1dfc6ea470a9b6	f6b850f	Dragonborn	Noble	2019-01-07T05:38:02Z	Paladin 3	Paladin	Oath of Vengeance	3		31	15	17	8	14	10	12	14	lawful neutral	Athletics|History|Insight|Persuasion	Greatsword|Warhammer|Crossbow, heavy|Handaxe	Thunderous Smite*1|Cure Wounds*1|Bane*1|Hunter’s Mark*1|Divine Favor*1	Cha	fighting style/Great Weapon Fighting	United States	US	LN	NA	NA	Dragonborn	Thunderous Smite*1|Cure Wounds*1|Bane*1|Hunter's Mark*1|Divine Favor*1	Greatsword|Warhammer|Crossbow, Heavy|Handaxe	1-3	eager_shtern
c7841dc	ef0774c	0eec9dbb634b98abd3c23e73a18693e6	d05979d	Half-Elf	Noble	2019-01-01T03:42:44Z	Rogue 3	Rogue	Arcane Trickster	3		26	14	10	16	12	18	12	14		Acrobatics|Stealth|Arcana|History|Investigation|Insight|Perception|Deception|Persuasion	Rapier|Shortbow|Dagger		Int	expertise/Thieves' Tools*Persuasion	United States	US		NA	NA	Half-Elf		Rapier|Shortbow|Dagger	1-3	vigilant_robinson
c7841dc	ef0774c	befe80aa300e0ac0638d260245a2396b	b4cd0dd	Mountain Dwarf	Folk Hero	2019-01-01T03:01:04Z	Druid 3	Druid	Circle of the Moon	3		30	11	16	11	19	11	17	14		Nature|Animal Handling|Medicine|Survival	Handaxe|Quarterstaff		Wis		United States	US		NA	NA	Dwarf		Handaxe|Quarterstaff	1-3	hungry_cannon
c7841dc	ef0774c	b3279ad40b609645f19e5fb092265480	96b344f	High Elf	Cloistered Scholar	2019-01-01T02:59:45Z	Wizard 3	Wizard	School of Transmutation	3		19	12	10	14	12	17	16	14		Arcana|History|Investigation|Insight|Perception	Quarterstaff|Longsword		Int		United States	US		NA	NA	Elf		Quarterstaff|Longsword	1-3	naughty_boyd
1f06410		fe8ca297da2ab029b16b7563acc7d5a7	836dfb8	Centaur	Outlander	2018-12-29T14:33:18Z	Barbarian 3	Barbarian	Path of the Storm Herald	3		29	13	17	14	12	8	14	10		Athletics|Nature|Animal Handling|Perception|Survival	Longsword|Handaxe|Javelin		Int		Italy	IT		NA	NA	Centaur		Longsword|Handaxe|Javelin	1-3	confident_kapitsa
066f3e1	6f449f2	d76fd6040bc5c42645d7114e959dfc06	f6f9cac	Mountain Dwarf	Soldier	2018-12-29T05:32:42Z	Fighter 3	Fighter	Battle Master	3		31	16	17	12	17	8	13	8		Athletics|Perception|Survival|Intimidation	Battleaxe|Warhammer|Handaxe		Int	fighting style/Dueling|combat superiority maneuvers/Trip Attack*Riposte*Precision Attack	United States	US		NA	NA	Dwarf		Battleaxe|Warhammer|Handaxe	1-3	adoring_varahamihira
2d8580b	847fad2	886fb884f3adb36d68a3b2fe8c276730	fb4d501	Human	Urchin	2018-12-28T22:45:26Z	Monk 3	Monk	Way of the Open Hand	3		21	15	14	16	12	9	14	11		Acrobatics|Sleight of Hand|Stealth|Insight	Quarterstaff|Dart|Unarmed strike	Sanctuary DC14*0	Int		Barbados	BB		NA	NA	Human	*	Quarterstaff|Dart|Unarmed Strike	1-3	competent_hamilton
e47e51d	00ef74d	e74a80200dccf7e6908193a1e9f84e81	fb11706	Tortle	Sage	2018-12-28T19:30:47Z	Wizard 3	Wizard	School of Abjuration	3		17	17	10	14	12	15	14	10	chaotic neutral 	Arcana|History|Religion|Medicine|Survival	Quarterstaff|Claw	Toll the dead*0|Presti*0|Mage Hand*0|Absorb Elements*1|Shield*1|Magic Missile*1|Find Familiar*1|Chromatic Orb*1|Comp Languages*1|Detect Magic*1|Dragons Breath*2|Misty Step*2	Int		United States	US	CN	NA	NA	Turtle	Toll the Dead*0|*|Mage Hand*0|Absorb Elements*1|Shield*1|Magic Missile*1|Find Familiar*1|Chromatic Orb*1|Comprehend Languages*1|Detect Magic*1|Dragon's Breath*2|Misty Step*2	Quarterstaff|	1-3	focused_driscoll
31c8175		20574e04e1e668e6c94c50a95760a96f	0b283bc	Tabaxi	Criminal	2018-12-28T17:45:57Z	Rogue 3	Rogue	Arcane Trickster	3		27	14	10	16	13	12	10	15		Athletics|Acrobatics|Sleight of Hand|Stealth|Perception|Deception|Persuasion	Shortbow|Dagger|Rapier	Mage Hand*0|Booming Blade*0|Minor Illusion*0|Tasha's Hideous Laughter *1|Silent Image *1|Sleep*1	Int	expertise/Thieves' Tools*Perception	United States	US		NA	NA	Tabaxi	Mage Hand*0|Booming Blade*0|Minor Illusion*0|Tasha's Hideous Laughter*1|Silent Image*1|Sleep*1	Shortbow|Dagger|Rapier	1-3	adoring_spence
7eee6ac	5ad6042	597aea6e00bbdd270b5ecb9944a20497	f2c01be	High Elf	Entertainer	2018-12-28T16:00:36Z	Bard 3	Bard	College of Lore	3		16	14	10	17	8	14	11	16	Chaotic good	Acrobatics|Sleight of Hand|Investigation|Perception|Performance|Persuasion	Rapier|Dagger|Shortbow	Blade Ward*0|Mage Hand*0|Charm Person*1|Cure Wounds*1|Thunderwave*1|Sleep*1	Cha	expertise/Performance*Perception	United States	US	CG	NA	NA	Elf	Blade Ward*0|Mage Hand*0|Charm Person*1|Cure Wounds*1|Thunderwave*1|Sleep*1	Rapier|Dagger|Shortbow	1-3	festive_stonebraker
ace5776	48bc39a	8a290bcf0eedf3d6318ed4e8eeac716e	a7be996	Dark Elf	Criminal	2018-12-24T17:21:31Z	Warlock 3	Warlock	The Great Old One	3		25	15	10	18	12	12	14	17		Stealth|Investigation|Perception|Deception|Intimidation	Crossbow, light|Dagger		Cha	pact boon/Pact of the Blade|eldritch invocations/Mask of Many Faces*Gaze of Two Minds	United States	US		NA	NA	Elf		Crossbow, Light|Dagger	1-3	stupefied_einstein
887953d		86ef09a891a3fda8c87c42f98c7e89fc	134d2c5	Stout Halfling	Sailor	2018-12-19T23:09:30Z	Barbarian 3	Barbarian	Path of the Totem Warrior	3		35	17	19	15	16	10	12	14		Athletics|Acrobatics|Sleight of Hand|Survival|Intimidation	Boarding Axes|Belaying Pin (Club)|Dagger|Battleaxe		Int		United States	US		NA	NA	Halfling		|Club|Dagger|Battleaxe	1-3	elated_turing
	af74773	95c4feae5c9c5a37989bfa17769f8596	890ff61	Hill Dwarf	Far Traveler	2018-12-15T16:27:17Z	Monk 3	Monk	Way of the Open Hand	3		30	14	8	15	16	10	14	12		Athletics|Acrobatics|Insight|Perception	Shortsword|Dart|Unarmed strike		Int		Canada	CA		NA	NA	Dwarf		Shortsword|Dart|Unarmed Strike	1-3	determined_nash
	af74773	6fa1ce7c1ab0ac2d6fa6c787da398e15	113f1cb	Wood Elf	Hermit	2018-12-15T16:19:06Z	Fighter 3	Fighter	Battle Master	3		28	14	8	17	14	10	14	12		Religion|Animal Handling|Medicine|Perception|Survival	Longbow|Battleaxe|Handaxe		Int	fighting style/Archery|combat superiority maneuvers/Riposte*Goading Attack*Disarming Attack	Canada	CA		NA	NA	Elf		Longbow|Battleaxe|Handaxe	1-3	wizardly_ritchie
6bcc975	f59f217	830ac2677a6ead2e9786a2af77a370b1	eecf1f3	Tabaxi	Urchin	2018-12-15T16:11:08Z	Rogue 3	Rogue	Thief	3		28	15	9	19	15	13	15	15	Chaotic Neutral	Acrobatics|Sleight of Hand|Stealth|Insight|Perception|Deception|Persuasion	Shortsword|Shortbow|Dagger|Cat's Claws|Dagger of Venom|Rep. Crossbow, light		Int	expertise/Stealth*Sleight of Hand	United States	US	CN	NA	NA	Tabaxi		Shortsword|Shortbow|Dagger||Dagger|Crossbow, Light	1-3	sweet_chatterjee
	af74773	d061ffaa6ed9755bd3dc59375f81f055	264a2ce	Goliath	Charlatan	2018-12-15T16:09:51Z	Rogue 3	Rogue	Thief	3		21	13	10	15	13	10	13	14		Athletics|Acrobatics|Sleight of Hand|Stealth|Perception|Deception|Performance	Rapier|Shortbow|Dagger		Int	expertise/Thieves' Tools*Stealth	Canada	CA		NA	NA	Goliath		Rapier|Shortbow|Dagger	1-3	vibrant_joliot
614794f		0e201583651b86f44571fdff8f866783	626ccf2	Firbolg	Acolyte	2018-12-15T04:44:55Z	Druid 3	Druid	Circle of the Shepherd	3		27	16	14	16	16	14	20	15		Nature|Religion|Animal Handling|Insight	Scimitar		Wis		United States	US		NA	NA	Firbolg		Scimitar	1-3	bold_lichterman
0c356c2		89ab1dbeb83a32b33d6e6b2748e18570	a885a72	Half-Elf	Inheritor	2018-12-14T00:27:06Z	Rogue 3	Rogue	Inquisitive	3		24	14	8	16	14	10	13	15		Acrobatics|Stealth|History|Investigation|Insight|Perception|Survival|Deception	Rapier|Shortbow|Dagger		Int	expertise/Stealth*Insight	Australia	AU		NA	NA	Half-Elf		Rapier|Shortbow|Dagger	1-3	romantic_mayer
51883b2	faaf4fd	e6d027a6f35a7c0f8d0762146e5f4d87	ca3776c	Human	Mercenary Veteran	2018-12-10T14:15:12Z	Fighter 3	Fighter	Battle Master	3	Dual Wielder	28	16	8	16	14	10	14	12	True Neutral	Athletics|Acrobatics|History|Performance|Persuasion	Rapier|Scimitar		Int	combat superiority maneuvers/Trip Attack*Riposte*Parry|fighting style/Two-Weapon Fighting	Philippines	PH	NN	NA	NA	Human		Rapier|Scimitar	1-3	lucid_chatelet
2a0ed88	a889980	f31ce5dfaaf0dfe2a0df4a111acccaf0	5cdbbfa	Half-Elf	Hermit	2018-12-07T00:15:13Z	Wizard 3	Wizard	School of Evocation	3		18	11	8	12	15	17	17	16		Arcana|History|Religion|Insight|Medicine|Perception	Quarterstaff		Int		United States	US		NA	NA	Half-Elf		Quarterstaff	1-3	pensive_jones
2aebe9f		5b38b8e8446b8106f67f294b2e5df1c2	aef8353	Tabaxi	Entertainer	2018-12-05T23:45:36Z	Warlock 3	Warlock	The Celestial	3		21	15	10	16	12	8	14	16	Chaotic Good	Acrobatics|Stealth|Arcana|Investigation|Insight|Perception|Performance	Crossbow, light|Dagger|Quarterstaff	Light*0|Sacred Flame*0|Eldritch Blast*0|Minor Illusion*0|Vicious Mockery*0|Shillelagh*0|Spare the Dying*0|Charm Person*1|Cure Wounds*1|Mage Armor*1|Hold Person*2|Shatter*2	Cha	pact boon/Pact of the Tome|eldritch invocations/Armor of Shadows*Aspect of the Moon	United States	US	CG	NA	NA	Tabaxi	Light*0|Sacred Flame*0|Eldritch Blast*0|Minor Illusion*0|Vicious Mockery*0|Shillelagh*0|Spare the Dying*0|Charm Person*1|Cure Wounds*1|Mage Armor*1|Hold Person*2|Shatter*2	Crossbow, Light|Dagger|Quarterstaff	1-3	eager_chatelet
8a31b1e	5a55e6c	1459d6360e73070421813ee3eff908f4	361aaae	Tiefling	Street Performer	2018-12-02T00:43:21Z	Wizard 3	Wizard	School of Necromancy	3		20	11	9	12	12	14	12	17	N	Stealth|Insight|Medicine|Perception|Survival|Performance	Dagger		Int		United States	US	NN	NA	NA	Tiefling		Dagger	1-3	quizzical_sammet
8a31b1e		278c2a4a228c4d93dc262e4495131936	7e998a0	Human	shirt hoarder	2018-12-01T23:21:48Z	Fighter 3	Fighter	Battle Master	3		30	16	16	14	14	10	14	11	CN	Athletics|Sleight of Hand|Stealth|Deception	Longsword|Crossbow, light		Int	combat superiority maneuvers/Riposte*Goading Attack*Feinting Attack|fighting style/Dueling	United States	US	CN	NA	NA	Human		Longsword|Crossbow, Light	1-3	nervous_raman
	617aeaf	0582e1f8a6db598e768e8f309ef83bc9	367dd8d	Firbolg	Folk Hero	2018-11-27T15:19:19Z	Fighter 3	Fighter	Eldritch Knight	3		26	15	12	15	10	13	14	11		Athletics|Acrobatics|Animal Handling|Survival	Branch Of Autumn|Vicious Blade Of Wounding	Fire Bolt*0|Booming Blade*0|Sheild*1|Thunderwave*1|Unseen Servant *1	Int	fighting style/Dueling	Canada	CA		NA	NA	Firbolg	Fire Bolt*0|Booming Blade*0|Shield*1|Thunderwave*1|Unseen Servant*1	|	1-3	eloquent_nobel
d7a59ec	dee9aeb	05de4c93a6187d9256d713812f1fe667	8221bec	Goliath	Sailor	2018-11-26T21:02:19Z	Barbarian 3	Barbarian	Path of the Zealot	3		42	13	21	12	15	13	10	8		Athletics|Perception|Survival|Intimidation	Maul|Handaxe		Int		United States	US		NA	NA	Goliath		Maul|Handaxe	1-3	sleepy_wu
d7a59ec	dee9aeb	e010c9af48f486e751c2311ea46f7fdb	0983fbd	Human	Sailor	2018-11-26T21:01:45Z	Bard 3	Bard	College of Valor	3	Crossbow Expert	27	14	8	16	12	10	14	14		Athletics|Acrobatics|Sleight of Hand|Stealth|Perception|Deception	Crossbow, light|Dagger|Crossbow, hand|Crossbow, hand|Crossbow, heavy	Mending*0|Message*0|Comprehend Languages (r) *1|Identify (r)*1|Healing Word*1|Disguise Self*1|Knock*2|Invisibility*2	Cha	expertise/Stealth*Perception	United States	US		NA	NA	Human	Mending*0|Message*0|Comprehend Languages*1|Identify*1|Healing Word*1|Disguise Self*1|Knock*2|Invisibility*2	Crossbow, Light|Dagger|Crossbow, hand|Crossbow, hand|Crossbow, Heavy	1-3	angry_benz
9976bd6		77f30d668a1eff2c707ba555e7360cf0	6e7eeea	Variant	Cloistered Scholar	2018-11-25T21:55:02Z	Wizard 3	Wizard	School of Transmutation	3		11	12	10	14	8	19	10	18		Arcana|History|Investigation|Nature	Quarterstaff		Int		United States	US		NA	NA	Half-Elf		Quarterstaff	1-3	dreamy_ptolemy
bde48d7	9087cbe	2120959beb5557b570b09cfd224cfc1c	18e5ad0	Kenku	Far Traveler	2018-11-25T18:34:48Z	Fighter 3	Fighter	Arcane Archer	3		28	15	14	19	15	10	10	8	neutral	Athletics|Acrobatics|Stealth|Nature|Insight|Perception|Survival	Longbow|Pike|Crossbow, light		Int	fighting style/Archery|arcane shot options/Shadow Arrow*Grasping Arrow	Norway	NO	NN	NA	NA	Kenku		Longbow|Pike|Crossbow, Light	1-3	mystifying_burnell
b66088e	06cd719	1eb105ed53c27b19bb8c16c4fcf7e015	607ec3d	Changeling	Cloistered Scholar	2018-11-25T17:50:41Z	Wizard 3	Wizard	School of Enchantment	3		24	10	8	9	14	18	14	18		Arcana|History|Investigation|Insight	Quarterstaff	Fire Bolt*0|Ray of Frost*0|Prestidigitation*0|Charm Person*1|Ice Knife*1|Magic Missile*1|Sleep*1|Thunder Wave*1|Witch Bolt*1|Detect Thoughts*2|Enlarge/Reduce*2|Scorching Ray*2	Int		United States	US		NA	NA	Changeling	Fire Bolt*0|Ray of Frost*0|Prestidigitation*0|Charm Person*1|Ice Knife*1|Magic Missile*1|Sleep*1|Thunderwave*1|Witch Bolt*1|Detect Thoughts*2|Enlarge/Reduce*2|Scorching Ray*2	Quarterstaff	1-3	loving_blackwell
